model_name,task_id,step,loss,accuracy,emotion,emotion_entropy,surprise,uncertainty
resnet18,0,125,2.5619640350341797,0.0,anxious,0.0,0.6025333120489562,0.7140803337097168
resnet18,0,126,2.4732792377471924,0.0,anxious,0.0,0.528213570038717,0.6883426904678345
resnet18,0,127,2.642641544342041,0.0,anxious,0.0,0.6593688480642578,0.7222700119018555
resnet18,0,128,2.70432710647583,0.0,anxious,0.0,0.7037130293138159,0.700745165348053
resnet18,0,129,2.4944264888763428,0.0,anxious,0.0,0.5309178603890358,0.7459648847579956
resnet18,0,130,2.8767340183258057,0.0,anxious,0.0,0.8333926658198305,0.7668644785881042
resnet18,0,131,2.7114241123199463,0.0,anxious,0.0,0.6941326799717981,0.740687370300293
resnet18,0,132,2.4826180934906006,0.0,anxious,0.0,0.5048806941302085,0.7309964299201965
resnet18,0,133,2.792050838470459,0.0,anxious,0.0,0.7515223500637837,0.7410238981246948
resnet18,0,134,2.6087288856506348,0.0,anxious,0.0,0.5974754477168271,0.7121070027351379
resnet18,0,135,2.3565762042999268,0.0,anxious,0.0,0.38828838765472995,0.7102915644645691
resnet18,0,136,2.5777549743652344,0.0,anxious,0.0,0.5668092603987775,0.7239058017730713
resnet18,0,137,2.5182507038116455,0.0,anxious,0.0,0.5143224112193767,0.7283458113670349
resnet18,0,138,2.71012544631958,0.0,anxious,0.0,0.6687167879904012,0.6966017484664917
resnet18,0,139,2.544677495956421,0.0,anxious,0.0,0.5276016254673729,0.718830943107605
resnet18,0,140,2.4461653232574463,0.0,anxious,0.0,0.44263614488492337,0.739946722984314
resnet18,0,141,2.539288282394409,0.0,anxious,0.0,0.5174438894052715,0.7089027166366577
resnet18,0,142,2.5076160430908203,0.0,anxious,0.0,0.4877377064352656,0.7240286469459534
resnet18,0,143,2.1922733783721924,0.0,anxious,0.0,0.22006764283273472,0.7307390570640564
resnet18,0,144,2.3918492794036865,0.0,anxious,0.0,0.3873019073223786,0.715758204460144
resnet18,0,145,2.476865768432617,0.0,anxious,0.0,0.4570234040935164,0.7597945332527161
resnet18,0,146,2.4988350868225098,0.0,anxious,0.0,0.4729192565888078,0.7049537301063538
resnet18,0,147,2.76344633102417,0.0,anxious,0.0,0.6951767742090517,0.6984303593635559
resnet18,0,148,2.3654890060424805,0.0,anxious,0.0,0.35022924959212737,0.7448667287826538
resnet18,0,149,2.4061264991760254,0.0,anxious,0.0,0.38319272450469954,0.7562643885612488
resnet18,0,150,2.364184617996216,0.0,anxious,0.0,0.34478738239769174,0.702025294303894
resnet18,0,151,2.4853577613830566,0.0,anxious,0.0,0.4478885430835525,0.724067747592926
resnet18,0,152,2.470008611679077,0.0,anxious,0.0,0.4318506230769668,0.7546338438987732
resnet18,0,153,2.299283504486084,0.0,anxious,0.0,0.28003599384421796,0.7202880382537842
resnet18,0,154,2.3795599937438965,0.0,anxious,0.0,0.34906106621369876,0.7203746438026428
resnet18,0,155,2.3421010971069336,0.0,anxious,0.0,0.3140474825128629,0.708995521068573
resnet18,0,156,2.6373074054718018,0.0,anxious,0.0,0.573637227894521,0.7271214723587036
resnet18,0,0,2.3607633113861084,0.0,anxious,0.0,0.3242205463502078,0.716552734375
resnet18,0,1,2.5304861068725586,0.0,anxious,0.0,0.473948583269363,0.7176224589347839
resnet18,0,2,2.581087350845337,0.0,anxious,0.0,0.5163436757914733,0.7010273933410645
resnet18,0,3,2.646027088165283,0.0,anxious,0.0,0.5713784593243353,0.7107052206993103
resnet18,0,4,2.566502571105957,0.0,anxious,0.0,0.49595032615381307,0.7400081753730774
resnet18,0,5,2.6478843688964844,0.0,anxious,0.0,0.5664666298602342,0.7395267486572266
resnet18,0,6,2.4018659591674805,0.0,anxious,0.0,0.3392256453037965,0.7131030559539795
resnet18,0,7,2.2669694423675537,0.0,anxious,0.0,0.21399155757738295,0.719031810760498
resnet18,0,8,2.4818108081817627,0.0,anxious,0.0,0.4101853558518692,0.6883753538131714
resnet18,0,9,2.444769859313965,0.0,anxious,0.0,0.37365492201917777,0.7565906643867493
resnet18,0,10,2.482877492904663,0.0,anxious,0.0,0.40679605455946216,0.724833071231842
resnet18,0,11,2.3870224952697754,0.0,anxious,0.0,0.31530481664264703,0.7181909084320068
resnet18,0,12,2.528736114501953,0.0,anxious,0.0,0.4458951482347201,0.7242940664291382
resnet18,0,13,2.42295503616333,0.0,anxious,0.0,0.3440672001062747,0.7145452499389648
resnet18,0,14,2.5354340076446533,0.0,anxious,0.0,0.44804386469809104,0.739265501499176
resnet18,0,15,2.5787439346313477,0.0,anxious,0.0,0.4862603973959424,0.6677876114845276
resnet18,0,16,2.4688684940338135,0.0,anxious,0.0,0.3790373206063286,0.7634457349777222
resnet18,0,17,2.5331456661224365,0.0,anxious,0.0,0.43812033350494684,0.7223113179206848
resnet18,0,18,2.571103811264038,0.0,anxious,0.0,0.47180736455205996,0.7571317553520203
resnet18,0,19,2.6087870597839355,0.0,anxious,0.0,0.5050840075768126,0.7243359684944153
resnet18,0,20,2.5250751972198486,0.0,anxious,0.0,0.42126487574591925,0.7236757874488831
resnet18,0,21,2.3712735176086426,0.0,anxious,0.0,0.2697792130318606,0.7307242751121521
resnet18,0,22,2.5978596210479736,0.0,anxious,0.0,0.48878789461141253,0.6922997236251831
resnet18,0,23,2.553307056427002,0.0,anxious,0.0,0.4422943306177876,0.7395719289779663
resnet18,0,24,2.4980547428131104,0.0,anxious,0.0,0.3854876249962859,0.7101914286613464
resnet18,0,25,2.5979113578796387,0.0,anxious,0.0,0.48155793705754046,0.7468971014022827
resnet18,0,26,2.422905683517456,0.0,anxious,0.0,0.30559585373337705,0.7373982071876526
resnet18,0,27,2.6638545989990234,0.0,anxious,0.0,0.543097713205564,0.7256245613098145
resnet18,0,28,2.723808765411377,0.0,anxious,0.0,0.5991863534111476,0.7222485542297363
resnet18,0,29,2.598167657852173,0.0,anxious,0.0,0.46975257561092754,0.746834397315979
resnet18,0,30,2.4146366119384766,0.0,anxious,0.0,0.2826369054065223,0.7276926636695862
resnet18,0,31,2.8155901432037354,0.0,anxious,0.0,0.6848723612059279,0.7589616775512695
resnet18,0,32,2.7143590450286865,0.0,anxious,0.0,0.5778786649451191,0.7092913389205933
resnet18,0,33,2.3452508449554443,0.0,anxious,0.0,0.19961052136268428,0.7153904438018799
resnet18,0,34,2.5023348331451416,0.0,anxious,0.0,0.3588839101084318,0.7537571787834167
resnet18,0,35,2.482097625732422,0.0,anxious,0.0,0.3361261824484824,0.707216203212738
resnet18,0,36,2.3849563598632812,0.0,anxious,0.0,0.23423863882721568,0.7466397881507874
resnet18,0,37,2.473487138748169,0.0,anxious,0.0,0.32459022464981535,0.7388200163841248
resnet18,0,38,2.6158394813537598,0.0,anxious,0.0,0.47054929880773394,0.7723100185394287
resnet18,0,39,2.5618503093719482,0.0,anxious,0.0,0.41144942351452096,0.7180535793304443
resnet18,0,40,2.5663700103759766,0.0,anxious,0.0,0.41377300627978475,0.7751580476760864
resnet18,0,41,2.5955910682678223,0.0,anxious,0.0,0.4420440730395283,0.7239684462547302
resnet18,0,42,2.4966893196105957,0.0,anxious,0.0,0.3350474421474768,0.7321361899375916
resnet18,0,43,2.4483213424682617,0.0,anxious,0.0,0.28187600824349834,0.7262134552001953
resnet18,0,44,2.5867886543273926,0.0,anxious,0.0,0.42784316220937973,0.7107418775558472
resnet18,0,45,2.5525875091552734,0.0,anxious,0.0,0.3887547545380781,0.7031708359718323
resnet18,0,46,2.385761260986328,0.0,anxious,0.0,0.20722689585747814,0.744735598564148
resnet18,0,47,2.5348777770996094,0.0,anxious,0.0,0.36719005570419777,0.712521493434906
resnet18,0,48,2.492933750152588,0.0,anxious,0.0,0.3196314459016728,0.7411364912986755
resnet18,0,49,2.4543702602386475,0.0,anxious,0.0,0.2758516616319724,0.7340031266212463
resnet18,0,50,2.6806507110595703,0.0,anxious,0.0,0.5217774603146975,0.7502490282058716
resnet18,0,51,2.468013048171997,0.0,anxious,0.0,0.28512424569374034,0.7126587629318237
resnet18,0,52,2.6503489017486572,0.0,anxious,0.0,0.48464035397777167,0.6775402426719666
resnet18,0,53,2.714226007461548,0.0,anxious,0.0,0.5522355855022539,0.7133399248123169
resnet18,0,54,2.415135383605957,0.0,anxious,0.0,0.2164276326384641,0.726108968257904
resnet18,0,55,2.467954635620117,0.0,anxious,0.0,0.2743276136038289,0.7257587909698486
resnet18,0,56,2.5990028381347656,0.0,anxious,0.0,0.4198667480337606,0.7122023701667786
resnet18,0,57,2.393253803253174,0.0,anxious,0.0,0.18552929079243266,0.7378455996513367
resnet18,0,58,2.464855909347534,0.0,anxious,0.0,0.26570612869524757,0.7252435684204102
resnet18,0,59,2.5898942947387695,0.0,anxious,0.0,0.40650231784105967,0.7379397749900818
resnet18,0,60,2.514969825744629,0.0,anxious,0.0,0.31857746512432755,0.7103598117828369
resnet18,0,61,2.548585891723633,0.0,anxious,0.0,0.355392167840245,0.6906596422195435
resnet18,0,62,2.643941640853882,0.0,anxious,0.0,0.4631916442971955,0.6872784495353699
resnet18,0,63,2.3560893535614014,0.0,anxious,0.0,0.12724756976988955,0.7455655336380005
resnet18,0,64,2.731715679168701,0.0,anxious,0.0,0.5632114835946477,0.7543858289718628
resnet18,0,65,2.720949411392212,0.0,anxious,0.0,0.546985450258361,0.750701904296875
resnet18,0,66,2.5157175064086914,0.0,anxious,0.0,0.30339713402519325,0.7170903086662292
resnet18,0,67,2.5212602615356445,0.0,anxious,0.0,0.30826034825367205,0.7474323511123657
resnet18,0,68,2.6482763290405273,0.0,anxious,0.0,0.4565736816201035,0.7401385307312012
resnet18,0,69,2.527756929397583,0.0,anxious,0.0,0.31091982898945203,0.7649527788162231
resnet18,0,70,2.5785205364227295,0.0,anxious,0.0,0.36970607766175734,0.7188305854797363
resnet18,0,71,2.4968137741088867,0.0,anxious,0.0,0.2697950840281079,0.7311046719551086
resnet18,0,72,2.4587388038635254,0.0,anxious,0.0,0.22252563001955547,0.7727363705635071
resnet18,0,73,2.438126802444458,0.0,anxious,0.0,0.19642588431931482,0.7079272270202637
resnet18,0,74,2.578052520751953,0.0,anxious,0.0,0.365367630697442,0.7207422256469727
resnet18,0,75,2.3179125785827637,0.0,anxious,0.0,0.04578540296517796,0.7320325970649719
resnet18,0,76,2.5015923976898193,0.0,anxious,0.0,0.27094170591482974,0.6987471580505371
resnet18,0,77,2.6682980060577393,0.0,anxious,0.0,0.47465124918595164,0.7045822739601135
resnet18,0,78,2.63968563079834,0.0,anxious,0.0,0.43642946000016386,0.7340030074119568
resnet18,0,79,2.6265766620635986,0.0,anxious,0.0,0.41758021725176464,0.7144571542739868
resnet18,0,80,2.71974778175354,0.0,anxious,0.0,0.5310489368599272,0.7291590571403503
resnet18,0,81,2.660017490386963,0.0,anxious,0.0,0.4530856841508809,0.7476339936256409
resnet18,0,82,2.3718745708465576,0.0,anxious,0.0,0.08835328568062575,0.72995924949646
resnet18,0,83,2.4817323684692383,0.0,anxious,0.0,0.22673407788397137,0.7566559314727783
resnet18,0,84,2.5047290325164795,0.0,anxious,0.0,0.25472615735125986,0.7405512928962708
resnet18,0,85,2.5414485931396484,0.0,anxious,0.0,0.3001764113013456,0.7127034068107605
resnet18,0,86,2.4101436138153076,0.0,anxious,0.0,0.13031770212067828,0.746950626373291
resnet18,0,87,2.414108991622925,0.0,anxious,0.0,0.1347613324869235,0.7068538069725037
resnet18,0,88,2.730299234390259,0.0,anxious,0.0,0.5426877093306752,0.7016260027885437
resnet18,0,89,2.4563279151916504,0.0,anxious,0.0,0.183936849532324,0.7140784859657288
resnet18,0,90,2.678130626678467,0.0,anxious,0.0,0.4721021852831882,0.6985471248626709
resnet18,0,91,2.7592720985412598,0.0,anxious,0.0,0.5751459321263603,0.6867638826370239
resnet18,0,92,2.3916172981262207,0.0,anxious,0.0,0.08869520519366421,0.731393039226532
resnet18,0,93,2.415785312652588,0.0,anxious,0.0,0.12018821128488018,0.7192872166633606
resnet18,0,94,2.394745111465454,0.0,anxious,0.0,0.09163201594566017,0.7675207853317261
resnet18,0,95,2.5654008388519287,0.0,anxious,0.0,0.3188428487677558,0.7800169587135315
resnet18,0,96,2.3568813800811768,0.0,anxious,0.0,0.03760221973502598,0.7231130599975586
resnet18,0,97,2.5078439712524414,0.0,anxious,0.0,0.24081590344665568,0.7080102562904358
resnet18,0,98,2.356041669845581,0.0,anxious,0.0,0.03403366780734015,0.7268136143684387
resnet18,0,99,2.6625044345855713,0.0,anxious,0.0,0.45051403776050686,0.7686766386032104
resnet18,0,100,2.6126677989959717,0.0,anxious,0.0,0.3798791354723386,0.7044919729232788
resnet18,0,101,2.534943103790283,0.0,anxious,0.0,0.2712055502647222,0.7102200388908386
resnet18,0,102,2.47833514213562,0.0,anxious,0.0,0.1917592373417782,0.7380756139755249
resnet18,0,103,2.4873359203338623,0.0,anxious,0.0,0.2032266404872563,0.7149356603622437
resnet18,0,104,2.486523151397705,0.0,anxious,0.0,0.20103578553495097,0.6989900469779968
resnet18,0,105,2.4637258052825928,0.0,anxious,0.0,0.16811255805362313,0.7268835306167603
resnet18,0,106,2.3078055381774902,0.0,anxious,0.0,-0.0519179434290075,0.7044859528541565
resnet18,0,107,2.5975887775421143,0.0,anxious,0.0,0.357529802559757,0.7190272808074951
resnet18,0,108,2.5978784561157227,0.0,anxious,0.0,0.35592307084553276,0.7405078411102295
resnet18,0,109,2.659830093383789,0.0,anxious,0.0,0.44200570006925133,0.7205317616462708
resnet18,0,110,2.7005436420440674,0.0,anxious,0.0,0.49743753442921157,0.7449955940246582
resnet18,0,111,2.2494566440582275,0.0,anxious,0.0,-0.15302464750299202,0.707299530506134
resnet18,0,112,2.098391056060791,0.0,anxious,0.0,-0.37007739666075007,0.7192987203598022
resnet18,0,113,2.458369255065918,0.0,anxious,0.0,0.15367272268632204,0.7508041858673096
resnet18,0,114,2.613659381866455,0.0,anxious,0.0,0.37888460236723553,0.7361594438552856
resnet18,0,115,2.487241268157959,0.0,anxious,0.0,0.19196654138893315,0.7557255029678345
resnet18,0,116,2.588953733444214,0.0,anxious,0.0,0.3403617333311361,0.7331730723381042
resnet18,0,117,2.3363382816314697,0.0,anxious,0.0,-0.034436767313921104,0.6937834620475769
resnet18,0,118,2.649627208709717,0.0,anxious,0.0,0.430367434738728,0.7425028085708618
resnet18,0,119,2.5673580169677734,0.0,anxious,0.0,0.3054497645944173,0.7380991578102112
resnet18,0,120,2.4860241413116455,0.0,anxious,0.0,0.18211082245729515,0.7285923957824707
resnet18,0,121,2.6615281105041504,0.0,anxious,0.0,0.44481169996509834,0.7393203377723694
resnet18,0,122,2.557016611099243,0.0,anxious,0.0,0.2845882673593646,0.7079563140869141
resnet18,0,123,2.557732582092285,0.0,anxious,0.0,0.28413356563060643,0.7531118988990784
resnet18,0,124,2.7260167598724365,0.0,anxious,0.0,0.5385025873477437,0.7231364846229553
resnet18,0,125,2.4891881942749023,0.0,anxious,0.0,0.1734022578209199,0.7149481177330017
resnet18,0,126,2.5255649089813232,0.0,anxious,0.0,0.2284060248339328,0.7526611685752869
resnet18,0,127,2.6251392364501953,0.0,anxious,0.0,0.3808205795687208,0.7505466341972351
resnet18,0,128,2.393212080001831,0.0,anxious,0.0,0.01905531222509918,0.7214562296867371
resnet18,0,129,2.3572263717651367,0.0,anxious,0.0,-0.03715627339066621,0.7402578592300415
resnet18,0,130,2.3913142681121826,0.0,anxious,0.0,0.01645424525504245,0.7282883524894714
resnet18,0,131,2.551006317138672,0.0,anxious,0.0,0.2678137216682346,0.7198387384414673
resnet18,0,132,2.425400972366333,0.0,anxious,0.0,0.06769777932716138,0.7367900609970093
resnet18,0,133,2.5700061321258545,0.0,anxious,0.0,0.2972140513418401,0.7440181374549866
resnet18,0,134,2.4880003929138184,0.0,anxious,0.0,0.16467690652936987,0.7247881293296814
resnet18,0,135,2.6417698860168457,0.0,anxious,0.0,0.4103954896838859,0.7762807607650757
